customerID;gender;SeniorCitizen;Partner;Dependents;tenure;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
C2798;Male;0;No;No;3;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;100,95;329.95;1
C919;Female;0;No;No;26;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;80,7;2193;0
C1647;Female;0;Yes;Yes;59;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;No;Mailed check;65,5;3801.3;0
C5123;Female;0;Yes;Yes;27;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Mailed check;49,85;1336.15;0
C5127;Male;0;Yes;No;57;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Month-to-month;Yes;Electronic check;103,05;5925.75;0
C4979;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;44,1;44.1;1
C5432;Female;0;No;No;37;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Electronic check;19,8;695.05;0
C4622;Female;0;No;No;6;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;49,45;314.6;0
C365;Male;0;No;No;18;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);75,9;1373.05;0
C3288;Male;0;Yes;Yes;19;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;Yes;Electronic check;100,95;1875.55;1
C2126;Female;0;Yes;Yes;67;Yes;Yes;DSL;Yes;No;No;No;Yes;Yes;Two year;Yes;Electronic check;75,5;5229.45;0
C4124;Male;1;Yes;No;34;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Credit card (automatic);71,55;2427.35;0
C4570;Female;0;No;No;22;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);48,8;1054.6;1
C526;Male;0;No;No;52;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;No;One year;No;Electronic check;91,25;4738.3;0
C4822;Male;0;Yes;No;56;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);54,05;2959.8;0
C56;Male;1;No;No;18;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,45;1752.55;1
C639;Male;1;Yes;Yes;56;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Bank transfer (automatic);104,55;5794.65;1
C303;Male;0;No;No;4;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;90,4;356.65;0
C2767;Female;0;Yes;No;64;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;115;7396.15;0
C5812;Male;0;Yes;No;61;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);80,9;4932.5;0
C1277;Female;1;Yes;No;71;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Electronic check;99,4;7168.25;0
C6592;Male;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);69,8;134.7;1
C4721;Male;1;No;No;64;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;No;Electronic check;102,1;6688.1;0
C2056;Male;0;No;No;45;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Credit card (automatic);108,45;4964.7;0
C5377;Male;0;No;No;18;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;23,75;424.5;0
C5146;Male;0;Yes;Yes;66;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);25,7;1714.55;0
C4433;Male;0;No;No;37;No;No phone service;DSL;Yes;Yes;No;Yes;No;No;Two year;Yes;Mailed check;40,55;1390.85;0
C3645;Male;0;No;Yes;39;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25;1004.35;0
C4144;Male;0;No;No;25;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,8;2043.45;1
C2879;Male;0;Yes;No;22;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);87;1850.65;0
C4203;Male;0;Yes;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,6;189.45;0
C5176;Female;0;Yes;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,35;393.15;0
C2287;Male;1;Yes;No;8;Yes;No;DSL;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);64,4;581.7;0
C2262;Female;0;Yes;No;49;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);52,15;2583.75;0
C5241;Female;1;Yes;No;65;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);105,85;6725.5;0
C2297;Male;1;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;45,2;45.2;0
C5933;Male;0;Yes;No;5;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,45;498.1;1
C1754;Female;1;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);96,6;6827.5;0
C5198;Female;0;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;110,15;7998.8;0
C1969;Female;0;No;No;53;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Mailed check;100,3;5200.8;0
C6114;Male;0;No;No;21;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;75,3;1570.7;0
C3118;Female;1;Yes;Yes;70;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;107,9;7475.85;0
C2394;Female;0;Yes;Yes;33;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;One year;Yes;Mailed check;103,7;3467;1
C524;Female;0;No;No;23;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);75,6;1758.6;1
C5525;Male;0;Yes;Yes;45;Yes;No;DSL;Yes;No;No;Yes;No;No;Two year;No;Bank transfer (automatic);54,65;2553.7;0
C3901;Female;0;Yes;Yes;35;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,65;708.8;0
C6559;Male;0;No;No;16;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);20,25;327.45;1
C4700;Female;0;Yes;No;49;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);106,65;5174.35;0
C5586;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,3;19.3;1
C6209;Male;0;Yes;No;61;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);80,8;4860.85;0
C3123;Male;1;Yes;Yes;68;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,5;1193.55;0
C4157;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,75;19.75;0
C1970;Female;0;No;No;60;No;No phone service;DSL;Yes;No;Yes;No;Yes;Yes;Two year;No;Electronic check;53,6;3237.05;0
C672;Male;0;Yes;Yes;53;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,55;1336.1;0
C4189;Female;1;No;No;28;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;103,3;2890.65;1
C667;Female;0;No;No;2;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;69,65;145.15;1
C6097;Female;1;No;No;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,2;70.2;0
C1888;Female;0;No;No;16;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;72,65;1194.3;1
C3267;Female;0;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,1;1460.85;0
C281;Female;0;No;No;6;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;55,15;322.9;0
C1720;Male;0;No;No;3;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;107,95;318.6;0
C2948;Male;0;Yes;Yes;49;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);90,4;4494.65;0
C4456;Female;0;No;No;1;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;50,45;50.45;1
C900;Male;0;Yes;No;50;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);94,4;4914.9;0
C6032;Female;1;Yes;Yes;12;No;No phone service;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;29,3;355.9;0
C6823;Male;1;Yes;No;32;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);80,3;2483.05;1
C6091;Male;0;Yes;Yes;68;Yes;No;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Credit card (automatic);103,25;7074.4;0
C761;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,8;20.8;0
C1907;Male;0;No;No;40;No;No phone service;DSL;No;Yes;No;Yes;No;No;One year;No;Credit card (automatic);36;1382.9;0
C4043;Male;0;No;No;5;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;51,35;262.3;0
C3824;Male;0;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Bank transfer (automatic);78,85;5763.15;0
C4139;Female;0;No;No;1;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;85,45;85.45;1
C3819;Female;0;Yes;No;58;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);109,1;6393.65;0
C4301;Female;0;No;No;24;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);24,6;605.25;0
C5570;Female;1;Yes;No;3;Yes;No;Fiber optic;No;No;No;Yes;Yes;No;Month-to-month;Yes;Mailed check;83,9;267.4;1
C2594;Female;0;Yes;Yes;62;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,3;1296.15;0
C4165;Male;0;Yes;Yes;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);110,9;7922.75;0
C3032;Female;1;Yes;No;50;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;71,05;3444.85;1
C5972;Male;0;Yes;Yes;66;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);20;1374.2;0
C3580;Male;0;Yes;Yes;40;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;81,2;3292.3;0
C2833;Male;0;Yes;No;40;Yes;Yes;DSL;No;Yes;No;Yes;Yes;No;One year;No;Credit card (automatic);70,75;2921.75;0
C5450;Male;0;Yes;Yes;67;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);103,15;6895.5;0
C3473;Female;1;No;No;56;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;No;Electronic check;104,75;5841.35;0
C138;Female;0;Yes;Yes;64;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,2;1277.75;0
C4893;Male;1;No;No;20;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;84,35;1745.2;0
C2181;Male;1;Yes;No;71;Yes;No;Fiber optic;No;Yes;Yes;Yes;No;Yes;Two year;Yes;Credit card (automatic);95,5;6707.15;0
C2129;Male;0;Yes;Yes;41;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);74,55;3023.55;0
C3178;Male;0;Yes;Yes;72;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;No;Two year;No;Mailed check;48,9;3527;0
C4855;Male;0;Yes;Yes;18;No;No phone service;DSL;No;Yes;Yes;No;Yes;No;One year;No;Credit card (automatic);46,4;812.4;0
C4638;Male;1;Yes;No;71;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;One year;Yes;Bank transfer (automatic);71;5012.1;0
C5116;Male;0;Yes;No;46;Yes;No;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Mailed check;65,65;3047.15;0
C6137;Female;0;Yes;Yes;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,25;890.35;0
C4262;Male;0;No;No;57;Yes;No;DSL;No;Yes;No;Yes;No;No;One year;Yes;Mailed check;54,65;3134.7;0
C4345;Female;0;No;No;68;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;80,65;5330.2;0
C1332;Female;0;No;No;1;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;25,15;25.15;0
C2018;Male;0;Yes;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,4;743.5;0
C4543;Female;1;Yes;No;32;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;79,3;2570;0
C2483;Female;0;Yes;No;2;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;45;89.75;0
C1359;Male;0;No;No;10;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Mailed check;70,15;735.5;0
C1330;Female;0;Yes;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,4;1496.45;0
C6936;Female;0;Yes;Yes;65;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);110,8;7245.9;0
C2151;Male;0;No;No;21;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,1;1737.45;0
C4531;Female;0;Yes;No;67;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,65;1335.2;0
C2123;Female;0;No;No;12;Yes;Yes;DSL;No;No;No;Yes;Yes;Yes;One year;Yes;Mailed check;75,85;854.45;0
C4674;Female;1;No;No;25;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;Mailed check;102,8;2660.2;1
C3982;Female;1;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;85,2;695.75;0
C1253;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,45;19.45;0
C3279;Female;0;Yes;Yes;65;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);79,4;5071.9;0
C3375;Female;1;No;No;2;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;54,85;104.2;1
C2815;Female;0;Yes;Yes;62;No;No phone service;DSL;Yes;Yes;No;Yes;Yes;No;Two year;No;Bank transfer (automatic);48,7;3008.55;0
C4720;Male;0;No;No;36;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,9;3067.2;1
C1849;Female;0;No;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,3;755.5;0
C4859;Male;0;Yes;Yes;57;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Mailed check;59,6;3509.4;0
C3038;Male;0;No;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20,35;707.5;0
C389;Male;0;No;No;44;Yes;Yes;Fiber optic;No;No;Yes;No;No;Yes;Month-to-month;Yes;Mailed check;90,4;4063;0
C236;Male;0;No;No;2;Yes;Yes;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;54,4;114.1;1
C1078;Female;0;No;No;41;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);114,5;4527.45;1
C1985;Female;0;Yes;Yes;14;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);90,9;1259;1
C4364;Female;0;Yes;No;56;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);85,6;4902.8;0
C3963;Female;1;Yes;No;7;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,55;646.85;1
C771;Male;0;No;No;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);20,45;237.3;0
C2166;Female;0;No;No;13;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,2;273.25;0
C4534;Female;0;Yes;No;71;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);105,15;7555;0
C674;Male;0;No;No;22;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Credit card (automatic);24,85;493.4;0
C250;Male;0;No;No;42;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;Yes;Electronic check;99;4298.45;0
C1575;Female;0;No;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;19,65;270.6;0
C3420;Male;0;Yes;Yes;69;Yes;No;Fiber optic;No;Yes;No;Yes;Yes;No;Two year;Yes;Mailed check;92,15;6480.9;0
C2082;Female;0;Yes;Yes;23;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);75,3;1702.9;0
C1824;Male;0;No;No;19;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);73,85;1424.5;1
C6512;Female;0;Yes;Yes;63;Yes;No;DSL;Yes;No;No;No;No;No;Two year;Yes;Bank transfer (automatic);50,65;3221.25;0
C6730;Male;0;Yes;Yes;68;Yes;No;DSL;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);72,95;4953.25;0
C4545;Male;0;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;80,55;80.55;1
C5566;Female;0;Yes;No;18;No;No phone service;DSL;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;39,05;669.85;1
C717;Female;0;Yes;No;71;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);58,25;4145.9;0
C6277;Female;0;Yes;Yes;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);20,35;335.95;0
C6569;Male;0;Yes;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,7;130.25;0
C2049;Male;1;No;No;21;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);96,8;2030.3;1
C5998;Female;0;No;No;6;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;89,75;552.65;0
C5265;Male;1;Yes;No;69;No;No phone service;DSL;No;No;Yes;No;No;No;One year;Yes;Credit card (automatic);29,8;2134.3;0
C4179;Male;0;Yes;Yes;68;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;Mailed check;56,4;3948.45;0
C4810;Female;0;Yes;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);20,3;20.3;0
C2725;Male;0;Yes;Yes;62;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,95;1244.8;0
C6392;Male;0;Yes;Yes;38;Yes;Yes;DSL;No;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);78,95;2862.55;0
C1461;Male;0;No;No;5;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;85,3;424.15;1
C5990;Male;1;Yes;No;3;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;94,6;279.55;1
C1669;Female;0;No;No;45;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;115,65;5125.5;0
C2757;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,95;20.95;1
C2001;Female;1;No;No;9;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Credit card (automatic);75,5;637.4;0
C4572;Female;0;Yes;No;20;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);69,8;1540.35;0
C4614;Female;1;No;No;54;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;79,5;4370.25;1
C405;Male;0;No;No;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;19,7;419.4;0
C385;Male;0;No;No;48;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);108,1;5067.45;0
C6320;Male;1;Yes;No;54;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);24,95;1364.75;0
C2153;Female;0;No;No;1;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;50,1;50.1;0
C1634;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;43,8;43.8;0
C6450;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,55;19.55;0
C5581;Male;0;No;No;48;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);19,95;1004.5;0
C4785;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,55;19.55;0
C3926;Female;0;Yes;No;37;Yes;Yes;DSL;No;Yes;No;Yes;No;Yes;One year;No;Mailed check;72,1;2658.4;0
C5337;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,1;19.1;0
C4159;Male;0;Yes;Yes;39;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25,2;987.95;0
C4949;Female;0;No;No;4;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Credit card (automatic);55,5;227.35;0
C5899;Female;0;Yes;Yes;33;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);24,15;800.3;0
C5359;Male;0;No;No;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,25;331.35;0
C224;Male;0;Yes;No;4;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check;50,05;179.35;1
C2194;Male;0;No;Yes;56;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;21,2;1238.65;0
C3137;Female;0;No;No;17;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70;1144.5;1
C4470;Male;0;No;No;50;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;No;No;One year;Yes;Credit card (automatic);90,1;4549.45;0
C1825;Male;0;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);20,3;1401.15;0
C6468;Male;0;No;No;10;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;75,05;786.3;0
C5125;Female;0;Yes;Yes;25;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,1;486.05;0
C4973;Female;0;Yes;No;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,05;1873.7;0
C798;Female;0;Yes;Yes;20;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);25,55;507.4;0
C2872;Male;0;Yes;No;14;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;86,1;1235.55;1
C10;Male;0;No;Yes;62;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;No;Bank transfer (automatic);56,15;3487.95;0
C1945;Male;0;No;Yes;8;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;25,5;215.2;1
C1839;Male;1;No;No;54;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;90,05;4931.8;0
C4805;Female;0;No;No;61;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;118,6;7365.7;0
C256;Female;0;Yes;Yes;67;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;59,55;4103.9;0
C5714;Male;1;No;No;49;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Two year;No;Credit card (automatic);81,35;4060.9;0
C4486;Male;0;Yes;No;66;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);91,7;6075.9;0
C6343;Male;0;Yes;No;47;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;104,1;5135.15;0
C1582;Male;0;No;No;21;No;No phone service;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;36;780.15;0
C2957;Male;0;No;No;51;Yes;No;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;99;5038.15;0
